,Address Sender,Address Receiver,Transaction_value
12169,5553316,1793349,1.3800000000000001
12170,1126866,1793349,1.37
12171,197253,4470025,16.46
12172,4470025,4552259,16.450000000000003
12173,4552259,1793349,1.36
12174,1213425,4755119,17.76
12175,4755119,1793349,0.02
12176,374655,5908273,16.41
12177,5908273,3885796,17.72
12178,3885796,2388129,16.39
12179,518392,5728988,1.33
12180,2388129,2688931,16.380000000000003
12181,1327648,3817204,1.36
12182,1918541,1861710,0.02
12183,3740026,3237908,1.9
12184,3237908,5677739,0.060000000000000005
12185,2688931,1793349,1.3
12186,1861710,5287808,0.01
12187,3424541,3253401,0.51
12188,1345888,4901962,17.62
12189,4901962,4912117,16.35
12190,3253401,3804536,1.71
12191,4912117,3327490,16.34
12192,3327490,2653856,17.57
12193,3804536,1230887,0.41000000000000003
12194,2653856,6272992,17.549999999999997
12195,1230887,3270947,0.36
12196,6272992,3035639,17.53
12197,3035639,3624105,16.3
12198,3624105,6351802,17.5
12199,6351802,2257092,16.28
12200,2257092,4770691,17.470000000000002
12201,4770691,5561417,16.26
12202,5561417,3888451,17.439999999999998
12203,3888451,3902639,16.240000000000002
12204,3902639,1793349,1.2
12205,1776299,4428456,16.220000000000002
12206,4428456,1793349,1.19
12207,858420,6370853,16.200000000000003
12208,6370853,1793349,1.18
12209,1412862,2675956,17.330000000000002
12210,2675956,1793349,0.02
12211,821571,6033224,16.16
12212,6033224,5754831,17.29
12213,5754831,2708853,16.14
12214,2708853,5499831,17.26
12215,5499831,4523326,17.24
12216,4523326,1793349,0.02
12217,529686,6318370,16.1
12218,6318370,1793349,1.1300000000000001
12219,184707,1793349,0.02
12220,73071,1986618,17.169999999999998
12221,1986618,5261647,16.060000000000002
12222,5261647,5164808,17.14
12223,5164808,6186276,16.040000000000003
12224,6186276,2391258,17.11
12225,2391258,3927122,16.020000000000003
12226,3927122,1793349,1.09
12227,551763,4744879,16.0
12228,4744879,3974066,17.05
12229,3974066,1793349,0.02
12230,652883,1793349,1.07
12231,174998,3663023,15.959999999999999
12232,3663023,4996842,16.99
12233,4996842,6091808,15.94
12234,6091808,2489763,16.96
12235,2489763,2070003,15.92
12236,2070003,5107529,16.93
12237,5107529,4189217,15.9
12238,4189217,4467973,16.900000000000002
12239,4467973,5514371,15.879999999999999
12240,5514371,3253959,16.87
12241,3253959,5394702,16.85
12242,5394702,2888936,15.85
12243,2888936,1793349,1.0
12244,1201739,1793349,0.02
12245,465714,3350422,15.82
12246,3350422,1793349,0.99
12247,1486902,5581468,15.799999999999999
12248,5581468,3812889,16.75
12249,3812889,6002317,15.78
12250,6002317,4563795,16.72
12251,4563795,2488999,15.76
12252,2488999,5155986,16.69
12253,5155986,2934524,15.74
12254,2934524,2206209,16.66
12255,2206209,3005766,15.72
12256,3005766,1890813,16.63
12257,1890813,2053914,15.7
12258,2053914,1793349,0.93
12259,1611614,4258793,15.68
12260,4258793,6016705,16.57
12261,6016705,4371339,15.66
12262,4371339,2308090,16.54
12263,2308090,3241765,15.64
12264,3241765,5052010,16.509999999999998
12265,5052010,3627863,15.62
12266,3627863,1793349,0.89
12267,540651,5122120,15.6
12268,5122120,1793349,0.88
12269,859576,1793349,0.02
12270,1568021,1907515,16.42
12271,1907515,1793349,0.02
12272,1484638,1793349,0.86
12273,645172,1793349,0.02
12274,778580,4061242,16.36
12275,4061242,1793349,0.02
12276,476516,4405460,16.33
12277,4405460,1793349,0.02
12278,781648,1793349,0.83
12279,643278,3658839,15.48
12280,3658839,1793349,0.8200000000000001
12281,862251,3435866,15.459999999999999
12282,3435866,3985447,16.24
12283,3985447,4442406,15.44
12284,4442406,2200669,16.21
12285,2200669,5946876,16.19
12286,5946876,6368746,15.41
12287,6368746,1793349,0.02
12288,825574,5737159,16.150000000000002
12289,5737159,3870339,15.379999999999999
12290,3870339,3869808,16.12
12291,3869808,6254664,15.36
12292,6254664,3868874,16.09
12293,3868874,4797543,16.07
12294,4797543,1793349,0.02
12295,1575649,3578686,15.32
12296,3578686,1793349,0.74
12297,1492234,3289739,15.299999999999999
12298,3289739,2506962,16.0
12299,2506962,4742609,15.28
12300,4742609,1793349,0.72
12301,1390285,5097084,15.26
12302,5097084,1793349,0.71
12303,540365,4498148,15.24
12304,4498148,3783747,15.91
12305,3783747,2082503,15.22
12306,2082503,2172249,15.879999999999999
12307,2172249,4208536,15.2
12308,4208536,4701453,15.85
12309,4701453,2673000,15.18
12310,2673000,4725717,15.82
12311,4725717,1793349,0.66
12312,1525074,2998150,15.15
12313,2998150,1793349,0.02
12314,347062,4499464,15.76
12315,4499464,3139489,15.12
12316,3139489,1793349,0.64
12317,1491648,2408105,15.1
12318,2408105,2219062,15.7
12319,2219062,5764534,15.08
12320,5764534,2940889,15.67
12321,2940889,2747432,15.06
12322,2747432,3402349,15.639999999999999
12323,3402349,4513797,15.62
12324,4513797,6061382,15.03
12325,6061382,1793349,0.02
12326,841835,5034996,15.58
12327,5034996,1793349,0.02
12328,584951,3946836,15.55
12329,3946836,1793349,0.02
12330,674638,6361576,15.520000000000001
12331,6361576,1793349,0.02
12332,194458,1793349,0.56
12333,1776073,1793349,0.02
12334,784392,1793349,0.55
12335,1516940,5927629,14.92
12336,5927629,4103826,15.43
12337,4103826,4009446,14.9
12338,4009446,3368085,15.4
12339,3368085,4619884,14.879999999999999
12340,4619884,5371338,15.37
12341,5371338,4865379,14.86
12342,4865379,2766211,15.34
12343,2766211,1793349,0.02
12344,1521554,1793349,0.5
12345,1446779,1793349,0.49
12346,1186036,3333765,14.81
12347,3333765,5811381,14.799999999999999
12348,5811381,6463233,15.25
12349,6463233,5599523,14.78
12350,5599523,4238495,15.22
12351,4238495,2558712,14.76
12352,2558712,1930811,15.19
12353,1930811,3937061,14.74
12354,3937061,6163067,15.16
12355,6163067,1793349,0.02
12356,1055832,4675749,15.129999999999999
12357,4675749,5337799,14.7
12358,5337799,5987513,15.1
12359,5987513,3562388,14.68
12360,3562388,3158196,15.07
12361,3158196,5474501,14.66
12362,5474501,1793349,0.41000000000000003
12363,502817,2637026,14.64
12364,2637026,3137089,15.01
12365,3137089,5610408,14.99
12366,5610408,2946229,14.61
12367,2946229,4714340,14.6
12368,4714340,1890555,14.95
12369,1890555,5151986,14.58
12370,5151986,1905122,14.92
12371,1905122,5443607,14.56
12372,5443607,2919993,14.889999999999999
12373,2919993,1793349,0.02
12374,186490,2877601,14.86
12375,2877601,1793349,0.02
12376,756369,3700156,14.83
12377,3700156,2683995,14.5
12378,2683995,2270122,14.8
12379,2270122,5101328,14.48
12380,5101328,1793349,0.32
12381,1610233,4649998,14.459999999999999
12382,4649998,5960648,14.74
12383,5960648,4627459,14.44
12384,4627459,1793349,0.3
12385,454225,4396772,14.42
12386,4396772,4632137,14.68
12387,4632137,5556634,14.4
12388,5556634,1793349,0.28
12389,1363277,1793349,0.02
12390,931080,5910458,14.62
12391,5910458,1793349,0.26
12392,1279797,6074070,14.35
12393,6074070,4689863,14.57
12394,4689863,1793349,0.02
12395,148899,4650174,14.32
12396,4650174,4888725,14.530000000000001
12397,4888725,3515821,14.299999999999999
12398,3515821,2781726,14.5
12399,2781726,5246490,14.28
12400,5246490,1793349,0.22
12401,1716929,1793349,0.02
12402,491590,1793349,0.21000000000000002
12403,780029,1793349,0.02
12404,358799,2183097,14.41
12405,2183097,6037951,14.22
12406,6037951,2272896,14.379999999999999
12407,2272896,2470907,14.2
12408,2470907,5613205,14.35
12409,5613205,1793349,0.02
12410,1398656,1922015,14.32
12411,1922015,6040170,14.16
12412,6040170,5431130,14.290000000000001
12413,5431130,2419965,14.14
12414,2419965,4585691,14.26
12415,4585691,5042828,14.12
12416,5042828,5254774,14.23
12417,5254774,4576169,14.1
12418,4576169,2290667,14.2
12419,2290667,1793349,0.02
12420,634915,5630004,14.17
12421,5630004,4138502,14.06
12422,4138502,4523730,14.139999999999999
12423,4523730,1793349,0.02
12424,351350,3156881,14.11
12425,3156881,1793349,0.02
12426,1302995,2309977,14.08
12427,2309977,2633652,14.0
12428,2633652,3190010,14.05
12429,3190010,6036390,13.98
12430,6036390,5142743,14.020000000000001
12431,5142743,5203362,13.959999999999999
12432,5203362,1809954,13.99
12433,1809954,1793349,0.05
12434,882530,1793349,0.02
12435,1705733,1997806,13.92
12436,1997806,1793349,0.04
12437,1399601,1793349,0.02
12438,303614,4970267,13.9
12439,4970267,4036721,13.879999999999999
12440,4036721,3222064,13.87
12441,3222064,3127010,13.86
12442,3127010,6326428,4013.84
12443,6326428,2998576,1013.83
12444,2998576,5751616,13.870000000000001
12445,5751616,3571839,507.16
12446,3571839,1794419,507.1
12447,1794419,2566017,13.84
12448,2566017,1793349,0.060000000000000005
12449,875555,5091037,507.02
12450,5091037,1793349,100.01
12451,1119730,6171129,506.95
12452,6171129,6390787,13.790000000000001
12453,6390787,3064913,506.88
12454,3064913,3019286,13.770000000000001
12455,3019286,3205024,506.81
12456,3205024,1793349,0.060000000000000005
12457,1758853,1793349,0.060000000000000005
12458,904850,1793349,493.06
12459,409564,1793349,0.060000000000000005
12460,1011838,4054468,506.66
12461,4054468,1793349,492.96
12462,411057,6053828,13.690000000000001
12463,6053828,4153009,63.64
12464,4153009,4802771,13.659999999999998
12465,4802771,3623558,13.62
12466,3623558,6216397,13.65
12467,6216397,3906527,13.6
12468,3906527,3901318,13.63
12469,3901318,4102328,506.46999999999997
12470,4102328,1801274,506.41
12471,1801274,1793349,0.060000000000000005
12472,766647,4144320,14.54
12473,4144320,2635108,17.53
12474,2635108,5060304,18.52
12475,5060304,1793349,492.81
12476,1006868,4196959,13.55
12477,4196959,3681869,14.48
12478,3681869,3644313,13.49
12479,3644313,2137280,506.22
12480,2137280,5715148,13.510000000000002
12481,5715148,5995104,13.5
12482,5995104,5531022,506.14
12483,5531022,4984114,10013.43
12484,3270947,878113,0.9099999999999999
12485,6164256,5412908,0.05
12486,878113,2039696,492.7
12487,427408,5817364,0.25
12488,5817364,4402768,492.75
12489,4402768,3461702,492.6
12490,795786,6117551,0.1
12491,104371,6035357,492.51
12492,6117551,3028585,0.05
12493,3691819,3008760,0.1
12494,1833795,377507,497.34999999999997
12495,377507,5829357,497.25
12496,5829357,4704751,4.85
12497,5677739,5674776,0.05
12498,4704751,6176802,497.1
12499,6176802,3762249,0.1
12500,928689,4603631,492.35
12501,640376,3799436,0.1
12502,6035357,104371,492.25
12503,3028585,1084382,0.05
12504,1084382,5725991,1.0
12505,125805,3248007,8.55
12506,3248007,6308039,4.55
12507,4235381,6176852,497.07
12508,4138844,4610063,1.01
12509,6308039,3223036,8.440000000000001
12510,4610063,4740059,0.96
12511,6035357,104371,0.05
12512,3223036,4897363,3004.4
12513,4897363,4593460,1004.35
12514,4593460,6393771,4.35
12515,6393771,3799160,0.9600000000000001
12516,908497,1445544,0.1
12517,1291918,2419108,5.010000000000001
12518,3161519,5705695,0.05
12519,2419108,3818364,4.91
12520,3818364,2970885,4.1
12521,2970885,5729532,0.81
12522,548743,4033777,4.0
12523,4033777,2643964,0.76
12524,1918237,1918237,0.05
12525,213036,2694798,4.51
12526,5412908,703073,0.05
12527,2694798,5616378,4.41
12528,5616378,6004764,0.1
12529,2714946,3738150,0.6100000000000001
12530,2643964,1203746,49.03
12531,1084382,4220782,1.0
12532,2734154,4876836,0.060000000000000005
12533,3378495,5175612,53.5
12534,2314079,3883401,3.05
12535,5175612,5101857,4.11
12536,5101857,5360791,0.1
12537,1031319,4066864,3.51
12538,4066864,4386263,3.91
12539,4386263,3920196,0.1
12540,1943985,4360471,1.45
12541,2846359,807213,49.8
12542,4360471,880720,0.05
12543,2682726,4551278,3.05
12544,1168116,1820546,51.26
12545,1084382,3039556,0.45999999999999996
12546,733313,4095191,0.1
12547,2151664,6433256,0.6499999999999999
12548,6433256,5365333,0.1
12549,3163437,3972249,50.7
12550,5304530,2774837,0.05
12551,1203746,4425347,0.060000000000000005
12552,3485377,5778718,49.65
12553,3939768,3706677,49.79
12554,4425347,1084382,0.05
12555,3706677,5360791,0.1
12556,1875030,6385131,49.64
12557,6176852,5793128,54.41
12558,6385131,5169322,0.09
12559,485837,526340,49.45
12560,1084382,6415183,0.05
12561,2877055,2188733,52.7
12562,2188733,5898288,3.3499999999999996
12563,3229299,1430218,54.209999999999994
12564,2402274,5761682,49.25
12565,5214731,278262,0.05
12566,5898288,5715344,52.45
12567,5715344,5895113,3.25
12568,5895113,2156045,52.3
12569,2156045,3483734,3.15
12570,3483734,6433881,3.0999999999999996
12571,4984114,5703951,62.52
12572,6433881,5932855,49.099999999999994
12573,3096774,5600749,3.0
12574,5703951,5916608,61.42
12575,1820546,6154249,0.15000000000000002
12576,5916608,1793349,48.95
12577,530454,1377943,0.05
12578,5600749,1085405,2.9499999999999997
12579,1085405,5568345,51.75
12580,4595550,104371,48.85
12581,5568345,3995174,0.1
12582,4878492,4394720,0.05
12583,1351696,5970254,51.55
12584,4394720,3973223,48.75
12585,5970254,2256791,0.1
12586,973790,4189926,0.1
12587,196309,915272,48.75
12588,839194,5185677,51.199999999999996
12589,5185677,6311330,2.55
12590,6311330,5627793,48.65
12591,711977,5470806,0.1
12592,2838698,4463791,1223.55
12593,1289899,5283612,2.4
12594,5283612,6300651,50.8
12595,1377943,2738578,0.05
12596,2969544,4550296,48.45
12597,6300651,6277251,2.3
12598,508545,4470387,49.61
12599,4470387,1207271,1.25
12600,2617325,5024359,48.35
12601,661336,2849662,0.05
12602,1793349,580401,48.3
12603,6277251,2204172,0.1
12604,1514444,6366779,48.25
12605,3039556,3310563,0.05
12606,4861412,4428298,0.1
12607,1495433,4648936,50.199999999999996
12608,4064772,5462596,2.05
12609,4648936,4597259,48.15
12610,4597259,1084382,48.05
12611,1084382,6358606,0.05
12612,666941,2569411,48.05
12613,703073,1765039,0.05
12614,6224861,5952798,0.060000000000000005
12615,1548817,3015984,49.8
12616,1765039,1056368,0.41
12617,3015984,4750056,1.9000000000000001
12618,212444,4013605,48.699999999999996
12619,4750056,5873793,1.85
12620,5873793,4382385,47.8
12621,4193157,5067071,0.1
12622,1793349,934451,0.05
12623,1237379,1377943,47.65
12624,2890119,3959286,1.7
12625,3959286,4797362,47.65
12626,2070987,6102784,4.05
12627,6102784,5628888,48.55
12628,3318251,4797362,0.1
12629,4617679,1263032,49.0
12630,1263032,3218689,1.5
12631,1430218,1084382,47.45
12632,3218689,5404433,0.1
12633,3675367,5661160,0.1
12634,4397808,4844906,47.449999999999996
12635,2442004,2197005,47.4
12636,438090,2970523,1.25
12637,5111861,6383879,4.8
12638,5926560,6180251,52.05
12639,6180251,4588324,51.75
12640,4588324,3298186,0.3
12641,594374,3705489,51.2
12642,3705489,3298186,0.3
12643,1849408,5354481,50.65
12644,5354481,5849440,3.3
12645,5849440,3298186,47.35
12646,1300225,3298186,0.3
12647,120045,6279505,2.55
12648,6279505,3298186,47.3
12649,2642531,3298186,47.25
12650,2807373,3298186,0.3
12651,1977897,3860784,1.55
12652,3860784,6096221,48.2
12653,6096221,3298186,0.3
12654,1640419,4617471,47.65
12655,4617471,3298186,47.1
12656,747958,5136431,0.3
12657,5136431,3298186,46.8
12658,3298186,1188059,0.05
12659,580401,915272,46.25
12660,6383879,3298186,0.3
12661,2970523,5874955,1.16
12662,6166892,5116228,5.0
12663,2221362,4462414,4.05
12664,4462414,4825102,48.15
12665,3298186,1188059,0.05
12666,5874955,6066298,1.4100000000000001
12667,4533997,880720,0.05
12668,6066298,3101552,46.15
12669,3101552,1084382,46.05
12670,1084382,2470014,0.05
12671,640602,5129860,47.0
12672,1627322,4083419,0.05
12673,5129860,2459609,46.0
12674,1188059,1575151,0.2
12675,2202612,5071195,0.1
12676,1959756,5548788,45.949999999999996
12677,2121167,6189266,46.65
12678,1989749,4005944,1.04
12679,2193511,1754699,0.05
12680,3616385,5116228,45.809999999999995
12681,6189266,5960693,45.8
12682,571228,2221362,0.05
12683,5116228,5314188,45.7
12684,518715,6422396,0.1
12685,3108083,6359627,0.1
12686,6312503,5073262,46.2
12687,4825102,5957509,3.0
12688,2221362,6477531,1.0
12689,5073262,3177153,0.6000000000000001
12690,1456621,2108433,4.0
12691,3177153,504090,1.05
12692,1793349,1024751,0.05
12693,442853,5011804,0.31
12694,4841031,5836709,0.1
12695,4243886,5012626,45.55
12696,3711493,4008675,0.1
12697,2779070,5540977,0.26
12698,631750,5390035,45.5
12699,2035011,4934959,0.2
12700,5024359,6116178,2.1999999999999997
12701,3024000,5491684,50.379999999999995
12702,4934959,6157809,0.15000000000000002
12703,6157809,4819351,0.21000000000000002
12704,4819351,2629866,45.35
12705,1084382,6482354,4.91
12706,6482354,3867494,50.11
12707,3867494,6101816,0.1
12708,2053075,2283457,45.3
12709,2243554,3411403,0.1
12710,2086065,4479290,4.66
12711,4479290,1675820,45.25
12712,1102607,4562589,49.66
12713,4562589,2420884,0.1
12714,1664245,2420884,45.15
12715,3217295,3212662,5.99
12716,2011247,540158,45.099999999999994
12717,268652,3530893,4.359999999999999
12718,1084382,1961057,50.0
12719,5651940,6452979,487.2
12720,3530893,6433935,45.0
12721,1961057,1675820,0.05
12722,6452979,2012165,527.05
12723,1685429,6177783,4.26
12724,6177783,5022398,44.9
12725,4171570,4252843,0.1
12726,3220108,3780314,354.3
12727,282520,4349657,0.1
12728,1590643,5492470,44.8
12729,3054576,3450908,0.1
12730,2489288,1922790,0.1
12731,1635309,5574666,44.75
12732,3064096,2788572,44.699999999999996
12733,1775240,3813437,0.1
12734,855333,6271991,0.060000000000000005
12735,1096983,3012463,44.63
12736,3012463,5761045,44.559999999999995
12737,3247064,751134,3.76
12738,3059018,1084382,0.05
12739,1084382,1584705,44.5
12740,751134,4067808,48.11
12741,4067808,2597467,0.1
12742,1466658,5345394,47.96
12743,5345394,4808143,0.1
12744,4381110,5396753,44.4
12745,915377,4776824,3.46
12746,1625929,2179508,5.04
12747,4776824,5427653,44.349999999999994
12748,5427653,5879591,44.25
12749,532297,5400242,0.1
12750,68408,2255280,44.25
12751,1305256,5225015,0.1
12752,4094335,3432020,47.31
12753,3432020,3980254,3.1599999999999997
12754,3980254,2597467,44.15
12755,2042527,3088014,3.0599999999999996
12756,3088014,550771,3.01
12757,550771,1237969,46.959999999999994
12758,1237969,5618868,2.9099999999999997
12759,5618868,4282492,44.05
12760,4244858,4282492,0.1
12761,4042820,3570321,44.0
12762,2553792,3570321,43.949999999999996
12763,2913344,4383495,2.6599999999999997
12764,4383495,4282492,43.9
12765,5761045,2321311,0.05
12766,4240769,2321311,0.1
12767,1405334,2321311,43.849999999999994
12768,1337301,3109430,43.8
12769,1171070,910588,2.4099999999999997
12770,910588,2851512,2.36
12771,2851512,4990247,43.75
12772,4681165,3050918,0.1
12773,2123019,3973146,43.699999999999996
12774,726690,6197735,2.1599999999999997
12775,6197735,5143517,43.65
12776,4677019,6230218,45.559999999999995
12777,6230218,5970365,2.01
12778,979281,5761682,43.5
12779,979281,2511968,41.0
12780,5970365,6081254,2.3499999999999996
12781,1448735,4551738,1.9100000000000001
12782,2511968,5761682,2.25
12783,3082225,5761682,0.05
12784,979281,5761682,2.2
12785,979281,5761682,0.01
12786,979281,5761682,49.08
12787,979281,5761682,48.08
12788,4551738,3680644,47.16
12789,2064529,3216622,1.77
12790,3216622,1938743,47.15
12791,1096691,2931393,0.060000000000000005
12792,1459042,4186637,1.62
12793,4186637,4806487,47.14
12794,200911,4264303,48.589999999999996
12795,5880292,6437095,0.01
12796,4264303,1810111,47.12
12797,374340,2666940,1.42
12798,2666940,2874019,1.37
12799,3994962,4879500,47.07
12800,1793349,1281884,0.01
12801,1281884,4879500,47.05
12802,2874019,5953534,47.089999999999996
12803,915272,1903286,0.02
12804,1903286,4508080,0.01
12805,6358606,4726273,47.03
12806,1876881,3977270,1.27
12807,3977270,5783006,48.230000000000004
12808,5783006,3733485,1.17
12809,3733485,4232053,47.059999999999995
12810,1871137,2847681,1.07
12811,2847681,2594903,48.01
12812,2594903,3288764,0.97
12813,4637245,4064828,46.99
12814,5492470,1810111,46.98
12815,3288764,1810111,0.060000000000000005
12816,729203,3519448,0.060000000000000005
12817,2355533,3369177,47.019999999999996
12818,3885907,5403550,4.97
12819,1525960,4353063,47.72
12820,4930654,2285537,0.01
12821,684455,2464243,47.95
12822,1793349,321865,0.01
12823,2179508,6434607,4.8999999999999995
12824,4353063,5564105,46.98
12825,1099427,5982309,0.060000000000000005
12826,4129077,4788585,46.97
12827,1229319,4998385,47.47
12828,4998385,1610671,0.52
12829,1610671,6457624,0.47000000000000003
12830,6457624,3561305,46.949999999999996
12831,962781,3007434,0.060000000000000005
12832,2207581,4352538,47.2
12833,4352538,5502799,47.14
12834,5502799,1701228,0.060000000000000005
12835,3611374,4657084,0.01
12836,1617001,3831313,47.029999999999994
12837,3831313,3598702,0.060000000000000005
12838,3391668,3867206,46.92
12839,1084382,3544144,4.95
12840,3867206,3932711,46.86
12841,3544144,1492626,0.060000000000000005
12842,953470,5017979,46.89
12843,3601502,4494179,51.589999999999996
12844,4494179,2762112,0.060000000000000005
12845,1176278,5181385,4.6499999999999995
12846,5181385,3548818,51.4
12847,3548818,2448331,0.060000000000000005
12848,320272,1716192,51.27
12849,1716192,4539047,0.060000000000000005
12850,3568195,5114190,46.849999999999994
12851,4282492,4539047,0.01
12852,5700564,4607486,0.01
12853,6098511,4607486,46.78
12854,140386,6203953,4.29
12855,3714243,2586755,46.77
12856,6203953,5450070,4.2299999999999995
12857,5450070,4534893,50.92
12858,4590194,1084382,0.01
12859,1084382,5968334,5.01
12860,5139330,5309970,49.18
12861,157911,5422927,109.15
12862,5309970,6093198,0.060000000000000005
12863,5422927,2351415,0.01
12864,5107103,1357156,80.47
12865,1986600,6002165,2.3299999999999996
12866,3934170,3293635,46.71
12867,1084382,2317119,47.95
12868,3934170,3293635,0.01
12869,3934170,1662132,46.69
12870,2129808,2464243,46.68
12871,2317119,3593434,0.060000000000000005
12872,2919308,6352253,0.060000000000000005
12873,1441249,441060,46.68
12874,3933546,3393030,46.709999999999994
12875,1667745,1491181,1.01
12876,3115995,6081987,46.699999999999996
12877,4834137,6315026,47.59
12878,6315026,3719802,0.060000000000000005
12879,607778,1377943,46.63
12880,1618217,1377943,0.01
12881,1292396,2266258,0.060000000000000005
12882,455230,4319668,46.62
12883,1885784,5562516,0.060000000000000005
12884,1866745,4064958,146.59
12885,6434607,3504903,4.24
12886,2255280,762526,46.58
12887,4064958,2028850,0.01
12888,4348529,3522831,46.61
12889,2430572,833956,0.01
12890,148533,1764222,47.199999999999996
12891,1764222,3383592,0.060000000000000005
12892,123029,6371523,47.07
12893,5807933,2946865,0.01
12894,2946865,5807933,46.53
12895,6017829,3237124,46.53
12896,4551278,3373169,2.01
12897,6371523,4839316,0.060000000000000005
12898,1000900,2109645,46.919999999999995
12899,2536013,2536013,0.01
12900,2109645,5953685,46.55
12901,5016028,4674047,0.3
12902,4674047,4539047,46.54
12903,329785,5404999,5146.48
12904,730150,2940718,0.060000000000000005
12905,2498372,6000567,0.12
12906,1857510,995950,46.47
12907,3741845,1084382,0.01
12908,6116178,1477963,46.46
12909,6000567,6100011,0.060000000000000005
12910,5562516,2987163,46.480000000000004
12911,1084382,6452806,0.01
12912,5374273,4804260,51.43
12913,5269423,4634577,0.01
12914,6002165,4017392,48.69
12915,1978457,4415429,0.01
12916,5807933,108498,46.42
12917,4017392,4252843,0.060000000000000005
12918,3698694,3533142,48.55
12919,3533142,3139704,48.48
12920,3139704,6058205,0.060000000000000005
12921,82553,4188915,48.35
12922,4188915,4489521,1.91
12923,4489521,1813053,0.060000000000000005
12924,803453,4752790,46.43
12925,2753185,2455772,1.73
12926,4872494,3105383,79.37
12927,2455772,6438596,1.67
12928,5949431,4457806,46.46
12929,6438596,4764831,0.060000000000000005
12930,2518649,5651175,47.89
12931,4457806,5949431,46.34
12932,5651175,2501510,1.49
12933,2501510,5536706,0.060000000000000005
12934,4778777,6118571,47.69
12935,3105383,1794341,23.05
12936,276667,1565456,940.21
12937,1878443,2395003,46.32
12938,789595,5271704,2.65
12939,6118571,2767736,0.1
12940,40347,2555379,0.060000000000000005
12941,1022132,5673275,47.49
12942,5673275,2842719,0.060000000000000005
12943,3908485,1084382,46.3
12944,754241,1561689,1.07
12945,1084382,4017483,51.28
12946,1561689,5607010,0.060000000000000005
12947,4534893,3775267,51.27
12948,614863,2772972,46.309999999999995
12949,1712186,3900512,0.060000000000000005
12950,4489287,1865029,46.25
12951,3831962,2392551,0.060000000000000005
12952,1573706,5978251,46.24
12953,5978251,3181713,0.02
12954,1794341,3570358,10.01
12955,1886861,3848868,46.269999999999996
12956,761090,5613553,4.859999999999999
12957,5613553,5936586,51.01
12958,5936586,6042877,46.25
12959,4519796,3823407,4.71
12960,3823407,3846074,4.66
12961,3846074,5585291,46.239999999999995
12962,2526864,6140802,4.56
12963,6140802,4419927,46.23
12964,4013605,5761682,0.01
12965,6452806,1084382,46.17
12966,1084382,476319,46.16
12967,4823055,4060076,0.01
12968,2584220,3109253,46.199999999999996
12969,4317526,5626255,0.01
12970,1890112,6215125,46.19
12971,2595248,2648820,4.359999999999999
12972,2452875,2951076,47.120000000000005
12973,2951076,2318184,0.98
12974,5269589,4832439,46.12
12975,2648820,5858013,46.16
12976,3383592,6382119,0.02
12977,4870158,3967614,50.35
12978,3967614,2616018,0.060000000000000005
12979,664774,5237647,46.120000000000005
12980,476486,1148929,0.060000000000000005
12981,738785,2675854,0.060000000000000005
12982,169131,1914292,50.129999999999995
12983,1914292,3738448,4.01
12984,4127778,1989749,46.07
12985,3738448,1704535,3.96
12986,1704535,4475284,49.96
12987,188516,2301981,1500.01
12988,413585,2242000,46.05
12989,4475284,4375877,49.89
12990,4375877,2881318,3.8099999999999996
12991,2318184,6370456,0.96
12992,6370456,3593130,46.96
12993,3593130,4433416,0.92
12994,2881318,4674040,49.77
12995,4674040,6011703,3.71
12996,597734,1765039,46.01
12997,6011703,3710757,45.76
12998,558754,5981063,3.61
12999,4433416,829426,0.9
13000,5981063,5061960,45.75
13001,829426,648047,0.03
13002,3428057,3970538,45.739999999999995
13003,641553,2816232,46.53
13004,2816232,6235177,0.84
13005,6235177,5403044,0.8200000000000001
13006,5403044,4682730,46.46
13007,4682730,3098449,0.78
13008,3098449,2651779,46.41
13009,2651779,3947264,46.379999999999995
13010,3947264,1193943,0.72
13011,1193943,3849621,0.7
13012,3849621,5176372,46.31
13013,5176372,2884460,0.66
13014,2884460,4748589,46.260000000000005
13015,4748589,3771984,0.62
13016,3771984,4120876,46.21
13017,4120876,648047,0.03
13018,627932,2767027,46.16
13019,2767027,2668440,46.13
13020,2668440,1036984,0.52
13021,1036984,5735154,0.5
13022,5735154,2542827,46.06
13023,2542827,5691383,0.46
13024,5691383,4976294,46.01
13025,4976294,5985945,45.98
13026,5985945,1615671,0.4
13027,1615671,3173476,0.38
13028,3173476,6019572,45.910000000000004
13029,6019572,4835481,0.34
13030,4835481,2469926,45.86
13031,3090697,5866737,48.99
13032,2469926,3334961,0.3
13033,2741549,912080,0.04
13034,5866737,3965633,45.58
13035,705584,3703179,3.36
13036,3703179,931566,48.82
13037,3334961,2659640,0.28
13038,2659640,4226870,45.76
13039,931566,2417464,0.060000000000000005
13040,1553713,547506,48.7
13041,4226870,648047,0.03
13042,547506,3311937,48.64
13043,486567,3872739,45.69
13044,3311937,6313948,3.11
13045,3872739,6041646,45.66
13046,6041646,4567270,0.18000000000000002
13047,4567270,648047,0.03
13048,177700,6257853,45.59
13049,6257853,4981945,0.12
13050,6313948,3710757,45.5
13051,2172679,4185245,0.060000000000000005
13052,1243135,4233196,48.39
13053,5237647,3055827,0.01
13054,4920331,648047,45.43
13055,4233196,4151491,45.47
13056,152615,4151491,0.060000000000000005
13057,1279513,2110902,45.41
